SEASON,TEAM_ID,TEAM_NAME,GP,W,L,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,TOV,OFF_RATING,DEF_RATING,NET_RATING,PACE,EFG_PCT,TS_PCT
2022-23,1610612757,Portland Trail Blazers,82,33,49,113.4,40.5,85.4,0.474,12.9,35.3,0.365,19.6,24.6,14.5,114.0,118.0,-4.0,99.25,0.549,0.589
2022-23,1610612758,Sacramento Kings,82,48,34,120.7,43.6,88.2,0.494,13.8,37.3,0.369,19.8,25.1,13.5,118.6,116.0,2.6,100.99,0.572,0.608
2022-23,1610612759,San Antonio Spurs,82,22,60,113.0,43.1,92.6,0.465,11.1,32.2,0.345,15.8,21.2,15.3,109.7,119.6,-9.9,102.07,0.525,0.554
2022-23,1610612761,Toronto Raptors,82,41,41,112.9,41.9,91.3,0.459,10.7,32.0,0.335,18.4,23.4,11.7,114.6,113.1,1.5,97.85,0.517,0.555
2022-23,1610612762,Utah Jazz,82,37,45,117.1,42.5,89.8,0.473,13.3,37.8,0.353,18.7,23.8,15.4,115.3,116.0,-0.7,101.02,0.547,0.584
2022-23,1610612764,Washington Wizards,82,35,47,113.2,42.1,86.9,0.485,11.3,31.7,0.356,17.6,22.4,14.1,113.7,114.9,-1.2,99.16,0.55,0.585
2023-24,1610612737,Atlanta Hawks,82,36,46,118.3,43.0,92.5,0.465,13.7,37.7,0.364,18.5,23.2,13.5,116.4,118.4,-2.0,100.84,0.539,0.576
2023-24,1610612738,Boston Celtics,82,64,18,120.6,43.9,90.2,0.487,16.5,42.5,0.388,16.3,20.2,11.9,122.2,110.6,11.7,97.98,0.578,0.609
2023-24,1610612751,Brooklyn Nets,82,32,50,110.4,40.7,89.1,0.456,13.3,36.7,0.362,15.8,20.9,13.1,112.4,115.4,-2.9,97.56,0.531,0.561
2023-24,1610612766,Charlotte Hornets,82,21,61,106.6,40.0,87.0,0.46,12.1,34.0,0.355,14.5,18.4,13.8,108.6,119.2,-10.6,97.81,0.529,0.56
2023-24,1610612741,Chicago Bulls,82,39,43,112.3,42.0,89.5,0.47,11.5,32.1,0.358,16.7,21.1,12.2,114.0,115.7,-1.7,96.94,0.534,0.568
2023-24,1610612739,Cleveland Cavaliers,82,48,34,112.6,41.8,87.2,0.479,13.5,36.8,0.367,15.6,20.4,13.6,114.7,112.1,2.5,97.62,0.557,0.586
2023-24,1610612742,Dallas Mavericks,82,50,32,117.9,43.1,89.7,0.481,14.6,39.5,0.369,17.0,22.5,12.5,117.0,114.9,2.1,100.6,0.562,0.592
2023-24,1610612743,Denver Nuggets,82,57,25,114.9,44.0,88.8,0.496,11.7,31.2,0.374,15.1,19.9,12.6,117.8,112.3,5.5,97.43,0.562,0.589
2023-24,1610612765,Detroit Pistons,82,14,68,109.9,40.9,88.2,0.463,11.0,31.7,0.348,17.0,21.7,15.2,109.0,118.0,-9.0,100.45,0.526,0.562
2023-24,1610612744,Golden State Warriors,82,46,36,117.8,43.7,91.6,0.477,14.8,38.9,0.38,15.6,20.0,14.3,116.9,114.5,2.4,99.91,0.557,0.586
2023-24,1610612745,Houston Rockets,82,41,41,114.3,41.8,91.0,0.459,12.7,36.1,0.352,18.1,23.4,12.7,113.7,112.8,0.9,99.59,0.529,0.565
2023-24,1610612754,Indiana Pacers,82,47,35,123.3,47.0,92.7,0.507,13.2,35.3,0.374,16.1,20.5,12.9,120.5,117.6,2.9,102.16,0.578,0.606
2023-24,1610612746,LA Clippers,82,51,31,115.6,42.4,86.7,0.489,12.6,33.2,0.381,18.3,22.2,13.1,117.9,114.6,3.4,97.93,0.561,0.599
2023-24,1610612747,Los Angeles Lakers,82,47,35,118.0,43.7,87.5,0.499,11.8,31.4,0.377,18.9,24.2,14.0,115.4,114.8,0.6,101.38,0.566,0.601
2023-24,1610612763,Memphis Grizzlies,82,27,55,105.8,38.4,88.2,0.435,13.1,37.8,0.346,16.0,21.0,15.1,106.8,113.7,-6.9,98.68,0.509,0.543
2023-24,1610612748,Miami Heat,82,46,36,110.1,39.8,85.6,0.465,12.5,33.7,0.37,18.0,22.0,12.7,113.3,111.5,1.8,96.88,0.538,0.578
2023-24,1610612749,Milwaukee Bucks,82,49,33,119.0,43.1,88.5,0.487,14.2,38.1,0.373,18.5,23.9,12.9,117.6,115.0,2.6,100.51,0.568,0.601
2023-24,1610612750,Minnesota Timberwolves,82,56,26,113.0,41.3,85.0,0.485,12.6,32.7,0.387,17.8,22.9,14.2,114.6,108.4,6.3,97.79,0.559,0.594
2023-24,1610612740,New Orleans Pelicans,82,49,33,115.1,42.5,87.4,0.486,12.5,32.6,0.383,17.6,22.8,13.0,116.5,111.9,4.6,98.7,0.558,0.591
2023-24,1610612752,New York Knicks,82,50,32,112.8,41.3,88.7,0.465,13.2,35.8,0.369,17.0,21.8,13.2,117.3,112.4,4.9,95.96,0.54,0.574
2023-24,1610612760,Oklahoma City Thunder,82,57,25,120.1,44.5,89.3,0.499,13.3,34.2,0.389,17.7,21.5,12.7,118.3,111.0,7.3,100.85,0.573,0.608
2023-24,1610612753,Orlando Magic,82,47,35,110.5,40.5,84.9,0.476,11.0,31.3,0.352,18.5,24.4,14.7,112.9,110.8,2.2,97.37,0.541,0.577
2023-24,1610612755,Philadelphia 76ers,82,47,35,114.6,41.5,89.4,0.464,12.1,33.3,0.363,19.5,23.6,12.0,116.2,113.0,3.1,98.17,0.532,0.574
2023-24,1610612756,Phoenix Suns,82,49,33,116.2,42.5,86.1,0.493,12.4,32.6,0.382,18.9,23.4,14.9,116.8,113.7,3.1,99.0,0.565,0.603
2023-24,1610612757,Portland Trail Blazers,82,21,61,106.4,39.4,89.7,0.439,11.5,33.2,0.345,16.2,20.5,15.2,107.6,116.6,-9.0,97.88,0.503,0.539
2023-24,1610612758,Sacramento Kings,82,46,36,116.6,43.3,90.9,0.477,14.4,39.3,0.366,15.5,20.9,13.1,116.2,114.4,1.8,99.46,0.556,0.582
2023-24,1610612759,San Antonio Spurs,82,22,60,112.1,41.9,90.7,0.462,12.6,36.4,0.347,15.6,20.0,15.1,109.3,115.6,-6.4,101.8,0.532,0.563
2023-24,1610612761,Toronto Raptors,82,25,57,112.4,42.3,89.7,0.471,11.5,33.1,0.347,16.3,21.6,14.0,111.8,118.1,-6.3,99.91,0.535,0.566
2023-24,1610612762,Utah Jazz,82,31,51,115.7,42.0,89.9,0.467,12.9,36.5,0.354,18.8,22.6,15.7,114.5,119.6,-5.1,100.26,0.539,0.579
2023-24,1610612764,Washington Wizards,82,15,67,113.7,43.0,91.4,0.47,12.4,35.5,0.348,15.4,20.2,14.0,110.2,118.9,-8.7,103.07,0.538,0.567
2024-25,1610612737,Atlanta Hawks,82,40,42,118.2,43.4,91.8,0.472,13.5,37.7,0.358,18.0,23.2,15.5,113.7,114.8,-1.1,103.41,0.546,0.579
2024-25,1610612738,Boston Celtics,82,61,21,116.3,41.6,90.0,0.462,17.8,48.2,0.368,15.3,19.1,11.9,119.5,110.1,9.4,96.59,0.561,0.591
2024-25,1610612751,Brooklyn Nets,82,26,56,105.1,37.6,86.1,0.437,13.6,39.4,0.344,16.3,20.7,15.2,108.1,115.4,-7.3,96.73,0.516,0.552
2024-25,1610612766,Charlotte Hornets,82,19,63,105.1,38.3,89.1,0.43,13.0,38.3,0.339,15.5,19.8,15.5,106.7,115.7,-9.1,98.22,0.503,0.537
2024-25,1610612741,Chicago Bulls,82,39,43,117.8,43.2,92.0,0.47,15.4,42.0,0.367,16.0,19.7,14.7,113.2,114.8,-1.6,103.61,0.553,0.585
2024-25,1610612739,Cleveland Cavaliers,82,64,18,121.9,44.5,90.8,0.491,15.9,41.5,0.383,17.0,21.9,13.2,121.0,111.8,9.2,100.31,0.578,0.607
2024-25,1610612742,Dallas Mavericks,82,39,43,114.2,42.0,87.7,0.479,12.4,34.2,0.364,17.8,23.1,14.0,113.7,115.0,-1.3,100.15,0.549,0.583
2024-25,1610612743,Denver Nuggets,82,50,32,120.8,45.4,89.8,0.506,12.0,31.9,0.376,17.9,23.3,14.3,118.9,115.1,3.8,100.67,0.573,0.604
2024-25,1610612765,Detroit Pistons,82,44,38,115.5,42.7,89.8,0.476,12.8,35.4,0.362,17.2,22.3,14.9,114.6,112.5,2.1,100.27,0.547,0.58
2024-25,1610612744,Golden State Warriors,82,48,34,113.8,40.8,90.4,0.451,15.4,42.4,0.364,16.9,22.1,14.0,114.2,111.0,3.2,99.37,0.536,0.568
2024-25,1610612745,Houston Rockets,82,52,30,114.3,42.5,93.4,0.455,12.7,35.8,0.353,16.7,22.6,13.9,114.9,110.3,4.6,99.03,0.523,0.553
2024-25,1610612754,Indiana Pacers,82,50,32,117.4,43.6,89.3,0.488,13.2,35.8,0.368,17.0,21.6,13.2,115.4,113.3,2.1,100.76,0.562,0.594
2024-25,1610612746,LA Clippers,82,50,32,112.9,41.6,86.3,0.482,12.5,33.4,0.373,17.3,21.7,14.9,114.3,109.4,4.9,98.24,0.554,0.589
2024-25,1610612747,Los Angeles Lakers,82,50,32,113.4,40.9,85.5,0.479,13.3,36.4,0.366,18.2,23.2,14.0,115.0,113.8,1.2,98.34,0.557,0.593
2024-25,1610612763,Memphis Grizzlies,82,48,34,121.7,44.8,93.3,0.479,13.9,37.9,0.367,18.3,23.3,15.7,117.2,112.6,4.7,103.69,0.554,0.588
2024-25,1610612748,Miami Heat,82,37,45,110.6,40.5,87.0,0.465,13.7,37.3,0.367,16.0,20.2,13.6,112.4,112.0,0.4,97.08,0.544,0.576
2024-25,1610612749,Milwaukee Bucks,82,48,34,115.5,42.0,86.4,0.486,14.2,36.6,0.387,17.3,23.1,13.4,115.1,112.7,2.4,99.92,0.568,0.598
2024-25,1610612750,Minnesota Timberwolves,82,49,33,114.3,41.0,87.6,0.468,15.0,39.9,0.377,17.2,21.8,14.5,115.7,110.8,5.0,97.95,0.554,0.588
2024-25,1610612740,New Orleans Pelicans,82,21,61,109.8,40.6,89.9,0.452,12.0,34.6,0.347,16.5,21.9,14.6,109.7,119.1,-9.4,99.77,0.519,0.552
2024-25,1610612752,New York Knicks,82,51,31,115.8,43.3,89.2,0.486,12.6,34.1,0.369,16.5,20.7,13.3,117.3,113.3,4.0,97.64,0.556,0.589
2024-25,1610612760,Oklahoma City Thunder,82,68,14,120.5,44.6,92.7,0.482,14.5,38.8,0.374,16.7,20.4,11.7,119.2,106.6,12.7,100.9,0.56,0.593
2024-25,1610612753,Orlando Magic,82,41,41,105.4,38.2,85.8,0.445,11.2,35.3,0.318,17.9,23.0,14.2,108.9,109.1,-0.2,96.51,0.51,0.55
2024-25,1610612755,Philadelphia 76ers,82,24,58,109.6,39.7,87.4,0.454,12.7,37.2,0.341,17.5,22.5,13.6,111.0,117.3,-6.3,98.13,0.527,0.563
2024-25,1610612756,Phoenix Suns,82,36,46,113.6,41.2,86.3,0.478,14.3,38.0,0.378,16.8,20.8,14.1,114.7,117.7,-3.0,98.31,0.561,0.595
2024-25,1610612757,Portland Trail Blazers,82,36,46,110.9,40.5,90.2,0.45,12.9,37.7,0.342,16.9,22.2,16.0,111.0,113.7,-2.7,99.51,0.521,0.555
2024-25,1610612758,Sacramento Kings,82,40,42,115.7,43.0,90.1,0.478,12.6,35.2,0.357,17.1,21.2,13.3,115.9,115.3,0.6,98.91,0.548,0.582
2024-25,1610612759,San Antonio Spurs,82,34,48,113.9,41.8,89.8,0.465,14.1,39.6,0.357,16.2,21.0,13.9,113.5,116.3,-2.8,100.08,0.544,0.575
2024-25,1610612761,Toronto Raptors,82,30,52,110.9,41.6,91.0,0.458,11.8,34.0,0.348,15.8,21.1,15.3,109.6,113.6,-4.1,100.62,0.522,0.553
2024-25,1610612762,Utah Jazz,82,17,65,111.9,40.3,88.7,0.454,14.0,39.8,0.35,17.3,22.4,17.2,110.2,119.4,-9.2,100.85,0.533,0.568
2024-25,1610612764,Washington Wizards,82,18,64,108.0,39.4,89.9,0.439,13.1,39.1,0.335,16.0,20.6,15.6,105.8,118.0,-12.2,101.82,0.512,0.546
